X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,r
Ppp2r3a,197.6435655,-0.821781032,0.204658271,-4.015381488,5.93E-05,0.000149351,1
Ppp2r2d,507.1203714,0.379866419,0.122863551,3.091774697,0.001989638,0.004267174,1
Ppp2r2c,55.24595757,0.755813188,0.349492581,2.162601522,0.030571841,0.054442258,1
Ppp2r2b,15.81682019,1.253215274,0.616543175,2.032648036,0.042088095,0.073098391,1
Ppp2r2a,505.5180713,-0.606645071,0.123238377,-4.922533751,8.54E-07,2.53E-06,1
Ppp2r1b,634.9134017,-1.002682363,0.123363179,-8.127890141,4.37E-16,2.35E-15,1
Ppp2r1a,2112.428231,0.170647542,0.117834814,1.448192907,0.147563108,0.224177119,1
Ppp2cb,1408.729915,0.852967354,0.096604104,8.829514709,1.05E-18,6.46E-18,1
Ppp2ca,4384.788304,0.787988718,0.097307136,8.097954043,5.59E-16,2.98E-15,1
Ppp1r9b,4393.335053,-1.003166869,0.112599458,-8.909162512,5.14E-19,3.21E-18,1
Ppp1r9a,964.4680755,-1.641926521,0.136047034,-12.06881525,1.54E-33,1.94E-32,1
Ppp1r8,604.3182717,0.899692413,0.116774085,7.704555451,1.31E-14,6.52E-14,1
Ppp1r7,627.1901807,-0.123633531,0.117762723,-1.049852863,0.293785766,0.403287085,1
Ppp1r42,5.79877515,0.746738243,1.050994197,0.710506532,0.477390082,0.594801195,1
Ppp1r3g,10.66163848,0.820763086,0.733059761,1.119640076,0.26286717,0.367836309,1
Ppp1r3fos,2.657318426,-3.401101228,1.733742245,-1.961710997,0.049796141,0.085096194,1
Ppp1r3f,50.13406797,-0.359571021,0.366319092,-0.98157871,0.32630744,0.439191337,1
Ppp1r3e,15.0336163,-2.455573049,0.670781218,-3.660765957,0.000251462,0.00059728,1
Ppp1r3d,212.4480369,-0.224841033,0.178279178,-1.261173822,0.207246228,0.300279667,1
Ppp1r3c,40.21248911,0.061963183,0.354045068,0.175014959,0.861067879,0.905233413,1
Ppp1r3b,657.9629175,-0.752757905,0.120908813,-6.22583155,4.79E-10,1.79E-09,1
Ppp1r37,602.1354866,-0.326988923,0.13814793,-2.366947684,0.017935468,0.033386292,1
Ppp1r36,37.99234351,2.864494379,0.424035083,6.755324015,1.43E-11,5.84E-11,1
Ppp1r35,615.4092524,1.961660407,0.132704469,14.78217295,1.91E-49,4.68E-48,1
Ppp1r32,10.09818189,2.091975483,0.737778498,2.835506171,0.004575313,0.00937547,1
Ppp1r26,119.2469073,-1.089917513,0.228013528,-4.780056359,1.75E-06,5.04E-06,1
Ppp1r21,2292.702175,1.14234475,0.112699028,10.13624313,3.81E-24,3.07E-23,1
Ppp1r2,1221.662806,-0.009825058,0.105170607,-0.093420187,0.925569754,0.955116399,1
Ppp1r1b,426.0070815,1.643765753,0.156271739,10.51863739,7.09E-26,6.15E-25,1
Ppp1r1a,20.72645674,1.619399085,0.534789995,3.028102807,0.002460944,0.005226464,1
Ppp1r18,3161.746806,0.096474287,0.11954137,0.807036822,0.419645269,0.537834889,1
Ppp1r16b,153.6003503,-1.064510632,0.220709372,-4.823132889,1.41E-06,4.11E-06,1
Ppp1r16a,308.5900538,-0.049928777,0.173113522,-0.28841639,0.773028023,0.844486489,1
Ppp1r15b,1726.582604,-1.128850538,0.095209335,-11.85651112,1.99E-32,2.38E-31,1
Ppp1r15a,1717.222685,0.179710503,0.120635685,1.489696052,0.136304173,0.20913282,1
Ppp1r14d,0.185212497,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Ppp1r14c,3.592227121,-0.831835521,1.155080004,-0.720154031,0.471430164,0.589235624,1
Ppp1r14b,1655.816625,1.40988489,0.097873825,14.40512719,4.80E-47,1.06E-45,1
Ppp1r14a,105.7444056,2.050310231,0.251939175,8.138116014,4.01E-16,2.16E-15,1
Ppp1r13l,36.77102327,-1.333968692,0.407901603,-3.270319808,0.00107426,0.002386915,1
Ppp1r13b,390.3438937,-0.594625599,0.138930332,-4.280027192,1.87E-05,4.93E-05,1
Ppp1r12c,1644.112011,0.036192955,0.106967748,0.338353901,0.735096509,0.812512886,1
Ppp1r12b,42.16854734,-2.159472203,0.39382826,-5.48328402,4.18E-08,1.36E-07,1
Ppp1r12a,472.8180855,-1.432123638,0.152887656,-9.367163254,7.45E-21,5.12E-20,1
Ppp1r11,1160.545251,1.747437382,0.104440165,16.731469,7.73E-63,3.09E-61,1
Ppp1r10,678.6437098,-1.207992179,0.126997565,-9.5119318,1.87E-21,1.33E-20,1
Ppp1cc,3374.606328,0.498268104,0.086543936,5.75740052,8.54E-09,2.94E-08,1
Ppp1cb,2152.729545,-0.26277991,0.10696116,-2.456778798,0.014018898,0.026618339,1
Ppp1ca,4871.662567,0.97672253,0.103586826,9.429022655,4.14E-21,2.89E-20,1
Ppox,422.914086,0.003972313,0.13405712,0.029631497,0.976360946,0.983022165,1
Ppme1,527.3312252,0.604708367,0.1378503,4.386703317,1.15E-05,3.11E-05,1
Ppm1n,0.775924729,2.249392376,2.910289312,0.772910228,0.439575511,0.557259729,1
Ppm1m,715.4092032,0.190358789,0.129171704,1.473687997,0.140565616,0.214816666,1
Ppm1l,315.89227,-2.00786763,0.191399271,-10.49046642,9.56E-26,8.26E-25,1
Ppm1k,217.1839857,-0.516809045,0.171018908,-3.021940972,0.002511595,0.005328035,1
Ppm1j,7.196600362,-0.245233072,0.852038908,-0.2878191,0.773485216,0.84487466,1
Ppm1h,1040.840696,-0.95266033,0.131582396,-7.24002873,4.49E-13,2.03E-12,1
Ppm1g,1118.587173,0.326348321,0.112159619,2.9096775,0.003618019,0.007506283,1
Ppm1f,1359.651241,-0.500125047,0.100944022,-4.954479082,7.25E-07,2.16E-06,1
Ppm1e,115.7199679,-1.733982999,0.280417547,-6.183575237,6.27E-10,2.32E-09,1
Ppm1d,299.3581962,0.150350599,0.160498562,0.936772249,0.348875723,0.463537924,1
Ppm1b,735.6862022,-0.282757092,0.114577096,-2.467832585,0.013593388,0.025911871,1
Ppm1a,781.2391826,-0.089022285,0.107409986,-0.828808272,0.407212907,0.525162182,1
Ppl,5.01891817,-1.781176263,1.160430373,-1.534927303,0.124801686,0.193366205,1
Ppip5k2,488.4307968,-1.242467247,0.129557732,-9.590066364,8.80E-22,6.37E-21,1
Ppip5k1,222.1969991,-0.970948536,0.169339762,-5.733730357,9.82E-09,3.36E-08,1
Ppil6,9.993193633,2.949006734,0.830598175,3.550461371,0.000384557,0.000894505,1
Ppil4,522.4834977,-0.119174161,0.149500277,-0.797150102,0.425363861,0.543465339,1
Ppil3,250.0002961,1.397209055,0.169086596,8.2632751,1.42E-16,7.86E-16,1
Ppil2,1214.533566,0.877799945,0.102062437,8.600617131,7.93E-18,4.66E-17,1
Ppil1,180.530255,0.983594673,0.199190056,4.937970751,7.89E-07,2.34E-06,1
Ppih,167.3670572,1.747445185,0.204395524,8.549331948,1.24E-17,7.21E-17,1
Ppig,494.3200417,-0.413038033,0.158792051,-2.60112538,0.009291849,0.018202928,1
Ppifos,8.630350199,-2.474817557,0.921874815,-2.684548396,0.007262787,0.01447525,1
Ppif,119.1043136,-0.138319164,0.229757327,-0.602022863,0.547158919,0.660725346,1
Ppie,434.478811,1.341166801,0.136027409,9.859533536,6.23E-23,4.73E-22,1
Ppid,648.8487773,0.274686181,0.141985375,1.934608979,0.053038297,0.090110416,1
Ppic,108.8313975,0.503940679,0.227268092,2.217384209,0.026596848,0.047881097,1
Ppib,5882.741151,1.183009891,0.094503136,12.51820773,5.94E-36,8.26E-35,1
Ppia,17546.80287,1.613453587,0.109841331,14.68894789,7.59E-49,1.81E-47,1
Pphln1,410.9414562,-1.036919544,0.136914811,-7.573465134,3.63E-14,1.76E-13,1
Ppfibp2,309.4666773,-0.180402125,0.164713184,-1.095250068,0.273407096,0.380077968,1
Ppfibp1,524.5776945,-0.215360486,0.133704244,-1.610722891,0.107240134,0.169110975,1
Ppfia4,3125.229566,0.078361626,0.113017553,0.69335801,0.488084907,0.604928719,1
Ppfia3,14.49639124,-0.918878994,0.616817499,-1.489709672,0.13630059,0.20913282,1
Ppfia2,2.160114241,-0.790882913,1.589460458,-0.497579483,0.618780468,0.722982673,1
Ppfia1,407.2760225,-1.316927195,0.140545126,-9.370137748,7.24E-21,4.98E-20,1
Ppef2,3.332268147,-0.482837799,1.279119873,-0.377476583,0.705819463,0.787486826,1
Ppef1,1.149695556,-0.99378229,2.344858647,-0.423813304,0.671701975,0.761121288,1
Ppdpf,277.1623401,1.464996874,0.17015101,8.60998047,7.31E-18,4.30E-17,1
Ppcs,199.7416232,1.25247956,0.193772084,6.46367389,1.02E-10,3.98E-10,1
Ppcdc,1322.507733,0.205060872,0.099835975,2.053977756,0.039977845,0.069743421,1
Ppat,225.3206513,0.136555204,0.177741561,0.768279538,0.442321129,0.559945687,1
Ppargc1b,21.16193283,-2.285726648,0.556672475,-4.106052931,4.02E-05,0.00010293,1
Ppargc1a,19.55130259,0.17461706,0.559630431,0.312022096,0.755023731,0.829406935,1
Pparg,14.42317635,-1.074708814,0.660160463,-1.627950891,0.103535299,0.163847218,1
Ppard,592.9862626,-1.86962216,0.140529523,-13.30412371,2.19E-40,3.68E-39,1
Ppara,7.169136018,-0.945997445,0.920163371,-1.02807553,0.3039143,0.414708498,1
Ppapdc3,155.5959203,0.649422497,0.216268871,3.002847771,0.002674662,0.00565699,1
Ppapdc2,429.6649621,-0.052977437,0.145778832,-0.363409668,0.716298881,0.796456025,1
Ppapdc1b,285.0243857,0.521191379,0.152734164,3.412408617,0.000643915,0.001466043,1
Ppapdc1a,0.13086516,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Ppap2c,164.7329854,0.805497473,0.190633916,4.225362886,2.39E-05,6.23E-05,1
Ppap2b,315.4843,-0.64709474,0.222802911,-2.904337013,0.003680318,0.00763087,1
Ppap2a,817.0116297,0.748394077,0.118263288,6.328202859,2.48E-10,9.45E-10,1
Ppan,327.7124612,0.520064675,0.150265963,3.460961238,0.00053825,0.001233578,1
Ppa2,235.5517071,1.304679918,0.1826793,7.141914356,9.20E-13,4.09E-12,1
Ppa1,177.3545668,1.144327024,0.180488871,6.340152811,2.30E-10,8.76E-10,1
Pp2d1,1.69036758,0.714081561,1.809080853,0.394720645,0.693049065,0.776608497,1
Pou6f1,223.7577646,-2.09746053,0.196891671,-10.65286569,1.69E-26,1.51E-25,1
Pou3f4,2.421753556,-0.434172876,1.605484572,-0.270431048,0.786828657,0.853035219,1
Pou3f3,26.61985557,-0.196626189,0.454127619,-0.432975624,0.665032479,0.761121288,1
Pou3f2,6.584741031,0.434620998,0.895164349,0.485520898,0.627306892,0.730881867,1
Pou3f1,1.844206442,0.946186543,1.640086416,0.576912615,0.563998488,0.675389384,1
Pou2f3,4.978269722,-1.292910364,1.078808226,-1.198461721,0.230737316,0.32942231,1
Pou2f2,639.2962334,-2.88246902,0.13894526,-20.74535701,1.35E-95,2.29E-93,1
Pou2f1,458.7932269,-2.855389047,0.15077672,-18.93786416,5.56E-80,4.52E-78,1
Pou2af1,6.939251109,-1.123083348,0.947631058,-1.185148312,0.235958812,0.335859851,1
Pot1b,266.8190092,-0.712391068,0.162751232,-4.377177725,1.20E-05,3.24E-05,1
Pot1a,436.3193718,0.136352365,0.147528488,0.924244306,0.355359133,0.470494604,1
Postn,280.5328423,0.049899633,0.168366965,0.296374252,0.766944286,0.839783953,1
Porcn,109.8713775,0.032105525,0.232946712,0.137823472,0.890379934,0.928285898,1
Por,1109.198885,0.308446897,0.124589657,2.475702272,0.013297441,0.025401945,1
Popdc2,1.070972777,-0.575272509,2.222271285,-0.258866914,0.795737927,0.858625913,1
Pop7,203.7808904,1.643156877,0.184289254,8.91618389,4.83E-19,3.02E-18,1
Pop5,311.7353393,1.891886778,0.162420599,11.64807164,2.35E-31,2.66E-30,1
Pop4,341.0282336,1.350376844,0.149761989,9.016819668,1.94E-19,1.24E-18,1
Pop1,81.3236538,-0.402143339,0.287156989,-1.400430269,0.161384511,0.241862993,1
Pon3,2056.98239,1.030946196,0.096003716,10.7386072,6.70E-27,6.11E-26,1
Pon2,1844.368863,1.13996717,0.09770416,11.66753979,1.87E-31,2.13E-30,1
Pon1,47.64266267,3.234211263,0.421535696,7.672449313,1.69E-14,8.31E-14,1
Pomt2,485.522499,-0.534461947,0.12943755,-4.12911051,3.64E-05,9.35E-05,1
Pomt1,282.1948443,-0.67908976,0.160338696,-4.2353454,2.28E-05,5.97E-05,1
Pomp,3234.857458,1.745429435,0.099336259,17.57091969,4.11E-69,2.18E-67,1
Pomk,347.0430286,0.128187826,0.144680304,0.88600744,0.375613518,0.492622644,1
Pomgnt2,124.602539,0.707626929,0.231632334,3.054957469,0.002250924,0.004800256,1
Pomgnt1,706.642859,0.546762219,0.123085226,4.442143371,8.91E-06,2.43E-05,1
Pomc,32.05818121,0.190813369,0.398258308,0.479119619,0.631853533,0.734917848,1
Pom121,675.7497522,-2.415359604,0.132316394,-18.2544244,1.91E-74,1.25E-72,1
Polrmt,286.5019426,-0.465357214,0.158944325,-2.92780013,0.003413694,0.007110187,1
Polr3k,505.7559743,1.103485096,0.140579871,7.84952419,4.18E-15,2.13E-14,1
Polr3h,261.1857044,1.412307196,0.158452222,8.913142243,4.96E-19,3.10E-18,1
Polr3gl,292.4824989,0.475380934,0.164337722,2.892707339,0.00381937,0.007893148,1
Polr3g,68.3485142,0.35809935,0.383940512,0.932694883,0.350977528,0.465929257,1
Polr3f,358.1658064,-0.390596572,0.137705145,-2.83647044,0.00456152,0.00935017,1
Polr3e,355.2459825,-0.186053614,0.145693299,-1.277022456,0.201594319,0.293284569,1
Polr3d,167.8191946,0.266933948,0.191640402,1.392889732,0.163653138,0.244981688,1
Polr3c,246.5192294,0.235550773,0.187958353,1.253207263,0.210130288,0.303835828,1
Polr3b,337.5118583,-0.900227141,0.151074042,-5.958847259,2.54E-09,9.07E-09,1
Polr3a,285.7197143,-0.760028526,0.161845503,-4.69601264,2.65E-06,7.52E-06,1
Polr2m,1040.039092,0.114937397,0.113737127,1.010553013,0.312230414,0.423739493,1
Polr2l,210.6688573,1.251223377,0.180084773,6.947968752,3.71E-12,1.58E-11,1
Polr2k,375.1601793,2.231041947,0.200934881,11.10330839,1.21E-28,1.20E-27,1
Polr2j,307.8320821,1.736545487,0.152875986,11.3591777,6.68E-30,6.97E-29,1
Polr2i,399.7077475,2.035700024,0.155554665,13.08671792,3.92E-39,6.29E-38,1
Polr2h,339.8730052,1.874122414,0.169376538,11.06482892,1.86E-28,1.84E-27,1
Polr2g,885.1566296,1.451264055,0.124194351,11.68542723,1.51E-31,1.73E-30,1
Polr2f,358.8339699,1.914044677,0.154602952,12.38038897,3.34E-35,4.47E-34,1
Polr2e,1117.639953,1.455710697,0.103489865,14.06621508,6.13E-45,1.23E-43,1
Polr2d,475.7936236,1.795496955,0.12902748,13.9156167,5.09E-44,9.88E-43,1
Polr2c,593.2173728,1.393384884,0.13411984,10.38910342,2.78E-25,2.35E-24,1
Polr2b,1079.972252,-0.169556745,0.112720837,-1.504218288,0.13252517,0.204072649,1
Polr2a,1403.922949,-2.942889354,0.111639977,-26.36053358,3.89E-153,3.88E-150,1
Polr1e,163.1801359,1.329980379,0.200244384,6.64178617,3.10E-11,1.24E-10,1
Polr1d,1325.079711,1.511711342,0.118126485,12.79739541,1.70E-37,2.52E-36,1
Polr1c,741.2297454,1.845485826,0.132129667,13.96723285,2.47E-44,4.84E-43,1
Polr1b,146.9624413,-1.08247572,0.214698847,-5.041832943,4.61E-07,1.39E-06,1
Polr1a,468.4027429,-1.18432956,0.134253703,-8.821578384,1.13E-18,6.92E-18,1
Polq,15.11500765,-1.010645173,0.65064415,-1.553299409,0.120351621,0.187384162,1
Poln,1.425512586,2.16744204,2.079078515,1.042501293,0.297179326,0.407089381,1
Polm,194.2728985,-1.267208031,0.194998031,-6.498568347,8.11E-11,3.17E-10,1
Poll,206.8417282,0.042348663,0.192994985,0.219428829,0.826316015,0.881322264,1
Polk,208.5517877,-0.777229972,0.190582518,-4.078180836,4.54E-05,0.000115575,1
Poli,116.4027916,0.077073979,0.215361413,0.357882028,0.720431601,0.800528696,1
Polh,91.45750679,-0.744034976,0.246173866,-3.022396281,0.00250782,0.005322023,1
Polg2,150.5803072,1.055944968,0.197477011,5.347179198,8.93E-08,2.85E-07,1
Polg,989.2886029,-0.31017964,0.119977633,-2.585312212,0.009729085,0.018978276,1
Pole4,575.4176763,1.001061348,0.126401259,7.91971024,2.38E-15,1.23E-14,1
Pole3,79.17219717,1.300340517,0.263270532,4.939179891,7.85E-07,2.33E-06,1
Pole2,37.71358345,-0.073620714,0.377064006,-0.195247259,0.845199383,0.895037984,1
Pole,19.39840685,-2.489603884,0.597270409,-4.168302743,3.07E-05,7.95E-05,1
Poldip3,1226.951878,-0.175699587,0.109915317,-1.598499576,0.10993184,0.172889746,1
Poldip2,638.2943032,0.987510418,0.117045147,8.437004401,3.26E-17,1.86E-16,1
Pold4,796.1139214,1.231811757,0.120497049,10.22275452,1.57E-24,1.28E-23,1
Pold3,342.8644026,-0.193276577,0.152267025,-1.269326552,0.20432462,0.29662901,1
Pold2,344.2369531,0.896687177,0.144847205,6.19057289,5.99E-10,2.22E-09,1
Pold1,233.5871496,-0.458339494,0.186059958,-2.46339674,0.013762753,0.026208223,1
Polb,498.5092998,1.517113271,0.17335537,8.751463949,2.11E-18,1.27E-17,1
Pola2,198.7255809,0.367144709,0.17867677,2.054798224,0.039898498,0.069612152,1
Pola1,108.5290511,-0.648309831,0.230073056,-2.81784335,0.004834739,0.009880823,1
Pogz,440.9665242,-1.624470312,0.149905633,-10.83661952,2.31E-27,2.16E-26,1
Poglut1,800.4885017,0.371644641,0.117719743,3.157028981,0.001593855,0.003460762,1
Pogk,365.375234,-1.904969001,0.159039457,-11.97796467,4.64E-33,5.75E-32,1
Pofut2,617.9400138,0.426190166,0.123002079,3.464902124,0.000530424,0.001216885,1
Pofut1,766.3603022,-1.019973688,0.111221684,-9.170636998,4.70E-20,3.11E-19,1
Pof1b,0.185212497,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Podxl2,84.42943139,0.590250745,0.263699395,2.238346978,0.025198437,0.045581184,1
Podxl,2179.148127,-1.784014828,0.109983424,-16.22076088,3.60E-59,1.22E-57,1
Podn,3.729750693,-0.633767521,1.161785098,-0.545511836,0.585401543,0.69314516,1
Poc5,196.3149551,-0.328554784,0.181930254,-1.805938133,0.070928004,0.117218731,1
Poc1b,321.4034744,-0.569341387,0.156540208,-3.637029712,0.0002758,0.000652349,1
Poc1a,41.84786256,0.762305349,0.343822637,2.217147064,0.026613044,0.047905172,1
Pnrc2,2080.864408,0.391089831,0.12089122,3.235055703,0.00121619,0.002683302,1
Pnrc1,1728.228808,-0.004767091,0.091015908,-0.052376457,0.958228733,0.973384727,1
Pnpt1,328.1907526,0.415690101,0.159916017,2.599427555,0.009337939,0.018284776,1
Pnpo,666.8616008,0.582639254,0.131888168,4.417676469,9.98E-06,2.71E-05,1
Pnpla8,1016.63272,0.10462455,0.113968097,0.918016123,0.358610425,0.47391197,1
Pnpla7,2478.019202,-0.158798428,0.091234991,-1.740543032,0.081763711,0.132913021,1
Pnpla6,406.4590781,-0.826649556,0.144535036,-5.719371431,1.07E-08,3.65E-08,1
Pnpla3,11.68335904,1.036710401,0.661029821,1.568326222,0.116805019,0.182313803,1
Pnpla2,1464.992407,0.743643545,0.101224774,7.346457932,2.04E-13,9.43E-13,1
Pnpla1,7.833741408,-0.489048194,0.816254891,-0.599136616,0.549081786,0.661357183,1
Pnp2,85.11288437,0.669154145,0.249392882,2.683132489,0.007293609,0.014533267,1
Pnp,11575.99353,1.436776596,0.108349148,13.26061735,3.92E-40,6.51E-39,1
Pno1,516.1458041,1.160474718,0.138744145,8.364134707,6.06E-17,3.41E-16,1
Pnn,947.3714998,-0.500182868,0.118250946,-4.229842436,2.34E-05,6.12E-05,1
Pnmal2,23.6021862,0.576902311,0.476428422,1.210889788,0.225937647,0.323358729,1
Pnmal1,1.086081989,1.741611943,2.376905444,0.732722434,0.463727738,0.581405158,1
Pnma5,0.867973286,3.626785921,2.982749869,1.215920235,0.224015309,0.320851026,1
Pnma3,0.185212497,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Pnma2,14.20701267,-1.247751775,0.651811061,-1.914284444,0.055583821,0.093989235,1
Pnma1,9.561243924,0.239692576,0.781597014,0.306670281,0.759094353,0.832961998,1
Pnliprp1,0.738367625,3.36771784,3.172074479,1.061676787,0.288382441,0.396897122,1
Pnldc1,2.867972317,0.049599145,1.312280692,0.03779614,0.969850222,0.979117248,1
Pnkp,749.6894469,0.492789057,0.149417629,3.298065031,0.000973536,0.002175076,1
Pnkd,479.6262266,1.010873067,0.141706556,7.133565969,9.78E-13,4.34E-12,1
Pnisr,712.1854829,-1.34827169,0.125432256,-10.74900295,5.99E-27,5.47E-26,1
Pnck,28.33107605,1.446567057,0.457815254,3.159717911,0.00157922,0.003432057,1
Pmvk,184.8408946,0.997296482,0.17919736,5.565352529,2.62E-08,8.66E-08,1
Pms2,143.5675747,-0.042024333,0.216070296,-0.194493801,0.845789249,0.89555087,1
Pms1,123.642815,0.361191571,0.213849407,1.688999639,0.091219499,0.146474228,1
Pmpcb,758.8287999,0.94913167,0.117619181,8.069531397,7.06E-16,3.74E-15,1
Pmpca,884.4616604,0.021879578,0.118285309,0.184972913,0.853250281,0.898946819,1
Pmp22,5013.434471,0.341638228,0.089508081,3.816842293,0.000135171,0.000329832,1
Pmm2,578.5386343,0.53437875,0.128632023,4.154321274,3.26E-05,8.43E-05,1
Pmm1,369.4761013,1.843553754,0.158740445,11.61363602,3.51E-31,3.94E-30,1
Pml,298.0491512,-1.578431621,0.166625017,-9.472956978,2.72E-21,1.92E-20,1
Pmf1,130.0363749,0.834912438,0.263976454,3.162829204,0.00156244,0.003397766,1
Pmepa1,2684.909001,-1.017107142,0.10828471,-9.392897124,5.84E-21,4.04E-20,1
Pmel,4.908575469,-0.701680958,1.001344864,-0.70073856,0.483466187,0.600871817,1
Pmaip1,196.5286554,-0.680634376,0.182400917,-3.73152935,0.000190321,0.000457887,1
Pm20d2,9.192389777,0.437215559,0.752288561,0.581180655,0.561118704,0.672747829,1
Pm20d1,6.757997526,1.374541425,0.961614737,1.429409692,0.152886514,0.230828447,1
Plxnd1,506.6038928,-2.17853243,0.14703423,-14.81649836,1.15E-49,2.84E-48,1
Plxnc1,144.1677827,-1.936908701,0.215801963,-8.97539889,2.82E-19,1.79E-18,1
Plxnb3,183.6977031,-0.039598518,0.18227466,-0.217246422,0.828016309,0.882624507,1
Plxnb2,9896.273442,-1.585508342,0.091180359,-17.38870482,1.00E-67,4.96E-66,1
Plxnb1,168.216124,-0.733729293,0.230868923,-3.178120664,0.00148233,0.0032335,1
Plxna4os1,169.3022811,1.117459117,0.219986691,5.079666926,3.78E-07,1.15E-06,1
Plxna4,755.3746365,-2.836639224,0.134844404,-21.0363882,3.05E-98,6.16E-96,1
Plxna3,79.06995288,-2.149714403,0.346969917,-6.195679502,5.80E-10,2.16E-09,1
Plxna2,238.7393254,-0.345280328,0.163057481,-2.117537485,0.034214257,0.060408881,1
Plxna1,188.3290266,-2.931179564,0.229709424,-12.76038008,2.73E-37,4.02E-36,1
Plxdc2,8173.389101,-0.751234169,0.090421118,-8.308171614,9.72E-17,5.43E-16,1
Plxdc1,1205.97182,-0.80698648,0.11795166,-6.841671245,7.83E-12,3.27E-11,1
Plvap,48.86390161,-1.470079152,0.377591311,-3.893307686,9.89E-05,0.000244922,1
Pltp,3057.27847,-0.712719279,0.117349397,-6.073480524,1.25E-09,4.56E-09,1
Plscr4,84.4229291,-1.22542796,0.271380731,-4.515530477,6.32E-06,1.74E-05,1
Plscr3,524.2570155,-0.715189315,0.147500556,-4.848722855,1.24E-06,3.64E-06,1
Plscr2,60.70427678,-0.090446434,0.304025799,-0.297495918,0.766087924,0.839062805,1
Plscr1,325.7770341,0.8517531,0.164948424,5.163754083,2.42E-07,7.47E-07,1
Pls3,1021.572191,0.006613836,0.116300501,0.056868508,0.954649941,0.973384727,1
Pls1,13.12410024,0.487293503,0.597161116,0.816016799,0.414490528,0.53297978,1
Plrg1,857.0753903,0.939498705,0.125482648,7.487080625,7.04E-14,3.36E-13,1
Plp2,153.79616,-0.145613865,0.202633103,-0.718608473,0.472382192,0.590164765,1
Plp1,1556.51162,0.587959503,0.160009704,3.674524024,0.000238293,0.000567271,1
Plod3,3701.859818,-0.244937328,0.106921353,-2.290817698,0.02197396,0.040215687,1
Plod2,52.83478012,0.218630656,0.338771706,0.645362798,0.518692106,0.633471771,1
Plod1,4288.313923,0.175212077,0.100417685,1.744832877,0.081013964,0.13187109,1
Pln,151.2000872,0.089536159,0.2129618,0.420432954,0.674169199,0.761232566,1
Pllp,337.3171301,0.871357735,0.188761119,4.616192879,3.91E-06,1.09E-05,1
Plk5,6.306143435,0.952829496,1.035810035,0.919888264,0.357631152,0.472801923,1
Plk4,66.38780768,-0.215452085,0.290303895,-0.742160504,0.457990095,0.575403458,1
Plk3,517.2836408,-0.446885008,0.170066775,-2.627703195,0.008596348,0.016936223,1
Plk2,271.6906648,-0.354118634,0.178477249,-1.984110776,0.047243492,0.081142527,1
Plk1,33.64038869,-1.063910445,0.413839795,-2.570826823,0.010145605,0.019741006,1
Plin5,15.92605011,3.113417324,0.671280875,4.638024765,3.52E-06,9.89E-06,1
Plin4,21.21525872,1.621104627,0.543463966,2.982910971,0.00285521,0.006011137,1
Plin3,421.9220246,0.450453713,0.133081074,3.384806712,0.000712284,0.001613046,1
Plin2,892.4248281,0.733845649,0.103422695,7.095595908,1.29E-12,5.66E-12,1
Plin1,0.246122542,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Plgrkt,452.0334118,1.076261151,0.146612666,7.340847033,2.12E-13,9.82E-13,1
Plg,1.084966608,3.948760847,2.758833077,1.431315609,0.152339782,0.230198419,1
Plet1os,135.0904582,5.202951002,0.346793173,15.00303754,7.01E-51,1.80E-49,1
Plet1,14.47617318,4.778870561,0.918292192,5.204084933,1.95E-07,6.07E-07,1
Plekhs1,1.353336989,-2.301473466,2.24354406,-1.02582049,0.304976206,0.415699691,1
Plekho2,779.6894312,-1.185065766,0.123112114,-9.625907049,6.22E-22,4.53E-21,1
Plekho1,4898.459959,0.923922464,0.093261643,9.906778801,3.89E-23,3.00E-22,1
Plekhn1,43.90820377,-2.19816909,0.392761469,-5.596702483,2.18E-08,7.27E-08,1
Plekhm3,412.3144463,-2.159892549,0.155163863,-13.92007464,4.78E-44,9.29E-43,1
Plekhm2,601.6091873,-0.834793036,0.12313963,-6.779239427,1.21E-11,4.98E-11,1
Plekhm1,460.0415087,-1.667106195,0.141249489,-11.80256448,3.79E-32,4.44E-31,1
Plekhj1,555.3259856,1.054517274,0.129447817,8.146273135,3.75E-16,2.02E-15,1
Plekhh3,139.168695,-0.475908983,0.209600674,-2.270550821,0.023174183,0.042252624,1
Plekhh2,85.39966225,-2.31481191,0.313944171,-7.373323425,1.66E-13,7.75E-13,1
Plekhh1,29.45638761,-1.971815655,0.466492857,-4.226893561,2.37E-05,6.19E-05,1
Plekhg6,3.5850221,-0.350220055,1.219815558,-0.287109025,0.774028842,0.845305243,1
Plekhg5,432.0258058,-1.315633879,0.139942864,-9.401221627,5.39E-21,3.73E-20,1
Plekhg4,0.907814264,1.343596921,2.553484618,0.526181717,0.598761956,0.70551893,1
Plekhg3,172.4768568,-1.222840313,0.189345665,-6.458242979,1.06E-10,4.12E-10,1
Plekhg2,271.0689021,-2.467817117,0.17919154,-13.77195102,3.76E-43,7.03E-42,1
