X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,r
Plekhg1,114.5742079,-2.195180866,0.312317427,-7.028685171,2.08E-12,9.06E-12,1
Plekhf2,824.4069556,0.114165185,0.107569331,1.061317237,0.288545755,0.397025296,1
Plekhf1,26.12999564,1.566544347,0.488667165,3.205749148,0.001347114,0.002952585,1
Plekhd1,0.720869881,-1.128825054,2.981970926,-0.378549987,0.705022068,0.786831529,1
Plekhb2,1028.762777,-0.133527223,0.106632635,-1.252217232,0.210490719,0.304253299,1
Plekhb1,246.1771911,2.305506402,0.175327862,13.1496864,1.71E-39,2.78E-38,1
Plekha8,198.8560344,-1.128722481,0.199051313,-5.670510096,1.42E-08,4.82E-08,1
Plekha7,43.77978688,-0.465642352,0.358683228,-1.298199399,0.194218825,0.283802968,1
Plekha6,19.65777843,-1.623803317,0.550874909,-2.947680664,0.003201676,0.006699007,1
Plekha5,68.13591451,-1.04253799,0.29452402,-3.539738422,0.000400524,0.000930244,1
Plekha4,16.64640676,-0.364419238,0.644853233,-0.565119656,0.571992379,0.681212819,1
Plekha3,357.2782765,0.001242173,0.138600529,0.008962256,0.99284925,0.994901076,1
Plekha2,1181.499919,-0.678348548,0.11358984,-5.971912169,2.34E-09,8.40E-09,1
Plekha1,769.5999992,-0.297551832,0.134535262,-2.211701428,0.026987302,0.048522248,1
Plek2,15.57304907,0.756806147,0.607787659,1.245181825,0.213064922,0.307554389,1
Plek,8845.968882,-0.470677859,0.099126834,-4.748238617,2.05E-06,5.88E-06,1
Plec,732.242075,-2.501695798,0.128240823,-19.50779585,9.43E-85,9.64E-83,1
Pld6,1.584524874,1.687997838,2.018675196,0.836190904,0.403047514,0.520755186,1
Pld5,6.336453301,0.011458083,0.902234833,0.012699668,0.989867403,0.992890793,1
Pld4,13563.34063,0.400041226,0.101131385,3.955658523,7.63E-05,0.000190373,1
Pld3,3007.845637,0.26890935,0.09123037,2.947585863,0.003202658,0.006700235,1
Pld2,404.3405587,-0.906748506,0.141422483,-6.411629088,1.44E-10,5.56E-10,1
Pld1,1272.122927,-1.334245293,0.126366561,-10.55853134,4.64E-26,4.07E-25,1
Plcxd2,27.11267153,-1.515938244,0.491977475,-3.08131636,0.002060876,0.004410482,1
Plcxd1,39.33746238,-0.309938202,0.41050356,-0.755019523,0.450237269,0.568308023,1
Plcl2,2287.926077,-0.967471177,0.1071281,-9.030974895,1.70E-19,1.09E-18,1
Plcl1,515.5652462,-0.885272272,0.133170092,-6.647680853,2.98E-11,1.20E-10,1
Plch2,0.963276982,0.67402638,2.282243611,0.295334984,0.767737995,0.840436142,1
Plch1,10.05155063,0.044123864,0.693607756,0.063615009,0.94927678,0.973384727,1
Plcg2,2573.122179,-0.966608162,0.092319088,-10.47029577,1.18E-25,1.02E-24,1
Plcg1,817.2717818,-1.270151513,0.110738638,-11.46981336,1.87E-30,2.01E-29,1
Plce1,104.9832774,-0.997445819,0.232516696,-4.289781486,1.79E-05,4.73E-05,1
Plcd4,18.36941756,1.226208181,0.561517436,2.183740172,0.028981346,0.051854763,1
Plcd3,24.42499762,0.066989061,0.49910779,0.134217623,0.893230491,0.930655023,1
Plcd1,225.6197761,-0.425285391,0.177886712,-2.390765362,0.016813294,0.031467309,1
Plcb4,107.0008269,-0.928288884,0.253066507,-3.668161761,0.000244301,0.000581409,1
Plcb3,945.6617306,-1.270668179,0.116716351,-10.88680523,1.33E-27,1.27E-26,1
Plcb2,957.6164406,-1.564191875,0.124369011,-12.57702267,2.82E-36,4.00E-35,1
Plcb1,121.4617027,-1.774011325,0.268388741,-6.60985748,3.85E-11,1.53E-10,1
Plbd2,1375.663594,-0.542275155,0.127720064,-4.24581025,2.18E-05,5.72E-05,1
Plbd1,630.3371652,-0.445309667,0.120369245,-3.699530287,0.000215999,0.000516662,1
Plb1,2.482938425,1.561708962,1.487083879,1.050182161,0.29363437,0.403144478,1
Plaur,565.0771909,0.75707786,0.1580267,4.790822428,1.66E-06,4.80E-06,1
Plau,1466.539182,-0.138617738,0.122724491,-1.129503462,0.25868551,0.36285245,1
Platr7,3.269470254,0.695124025,1.316375574,0.528059042,0.597458357,0.704644459,1
Platr22,0.347858481,0.754585983,3.923782556,0.192310856,0.847498715,0.896332089,1
Platr17,4.80107902,2.134686976,1.086693295,1.964387731,0.049485145,0.084615858,1
Plat,768.1005445,0.89646784,0.132738146,6.753656455,1.44E-11,5.90E-11,1
Plagl2,452.4837889,-2.246351981,0.148577419,-15.11906717,1.21E-51,3.22E-50,1
Plagl1,22.59377472,-0.823261598,0.489262266,-1.682659087,0.092441106,0.148155446,1
Plag1,23.16451294,-1.340207382,0.611673115,-2.191051638,0.028448056,0.050991968,1
Plac9b,131.5931669,2.827405318,0.286113737,9.882102651,4.98E-23,3.80E-22,1
Plac9a,75.35563775,5.481724298,0.489430285,11.20021475,4.07E-29,4.11E-28,1
Plac8,1443.687499,1.842060277,0.167373694,11.00567382,3.59E-28,3.51E-27,1
Plaa,629.0488245,-0.18711046,0.118103877,-1.584287194,0.113128379,0.177325364,1
Pla2r1,21.74619321,-1.205184817,0.559422521,-2.154337323,0.031213728,0.055521243,1
Pla2g7,1242.461831,1.558382631,0.154109493,10.11217802,4.88E-24,3.90E-23,1
Pla2g6,106.2790308,-0.875384169,0.243712229,-3.591876261,0.000328306,0.000769156,1
Pla2g5,44.49178318,1.277301359,0.39911231,3.200355707,0.001372581,0.003006074,1
Pla2g4e,0.370424993,2.429492607,4.05581393,0.599014809,0.549163009,0.661357183,1
Pla2g4c,0.517540243,-2.124776825,3.301005562,-0.643675627,0.519785798,0.634259762,1
Pla2g4b,10.72177097,-0.392092557,3.421844134,-0.11458516,0.908773943,0.942426067,1
Pla2g4a,1228.534591,-0.221694659,0.124442333,-1.781505159,0.074829963,0.122770621,1
Pla2g3,4.984701872,1.352745591,1.017948575,1.328893841,0.183882996,0.270915733,1
Pla2g2f,0.370424993,2.429492607,4.05581393,0.599014809,0.549163009,0.661357183,1
Pla2g2d,78.47659474,-0.112685065,0.277538597,-0.406015834,0.684730966,0.769216065,1
Pla2g2c,1.635470131,4.523297996,2.198607183,2.057347047,0.039652855,0.069219152,1
Pla2g16,535.3576468,1.554394698,0.14842705,10.47244889,1.16E-25,9.96E-25,1
Pla2g15,9029.535604,0.210594702,0.088267164,2.385878199,0.017038393,0.031849165,1
Pla2g12a,209.417366,0.589538493,0.179747633,3.279812272,0.001038762,0.002314102,1
Pla1a,17.16204936,1.041716042,0.565680624,1.841526821,0.065544394,0.109054305,1
Pkp4,495.9157046,-0.108609817,0.129862511,-0.836344654,0.402961039,0.520722744,1
Pkp3,9.974602296,1.183582625,0.701713342,1.686703893,0.091660303,0.14707072,1
Pkp2,12.20797783,2.010520294,0.672134183,2.991248392,0.002778394,0.005861047,1
Pkp1,0.468931601,-0.129492418,3.498210793,-0.037016757,0.970471645,0.979300409,1
Pknox2,21.68220783,-1.32943658,0.506004932,-2.627319409,0.008606051,0.016953371,1
Pknox1,515.3172014,-1.143317394,0.124979991,-9.148003494,5.80E-20,3.81E-19,1
Pkn3,78.08158742,-1.127369197,0.266655553,-4.227810685,2.36E-05,6.17E-05,1
Pkn2,578.8464153,-0.700326847,0.138489108,-5.056909203,4.26E-07,1.29E-06,1
Pkn1,2794.597021,-0.349190544,0.100948182,-3.459106815,0.00054197,0.001241799,1
Pkmyt1,30.42554781,-0.890318385,0.454116428,-1.960550931,0.049931431,0.08525871,1
Pkm,9478.023384,0.475440561,0.086303732,5.508922383,3.61E-08,1.18E-07,1
Pklr,0.805053949,2.297758012,2.666753139,0.861631314,0.388890433,0.506979532,1
Pkig,1194.887003,0.766575577,0.106705205,7.184050491,6.77E-13,3.03E-12,1
Pkib,173.8185457,0.663858611,0.204049567,3.253418383,0.001140255,0.002525286,1
Pkia,96.79661802,0.252770506,0.266707629,0.947743816,0.343259889,0.457509116,1
Pkhd1l1,0.381779064,-1.688293018,3.405882596,-0.495699124,0.620106705,0.72408359,1
Pkhd1,0.709238405,3.313548332,2.952402738,1.122322605,0.261725298,0.366389511,1
Pkdrej,2.334375159,-0.891076023,1.52384671,-0.58475437,0.55871289,0.670384365,1
Pkdcc,353.4208141,0.195066057,0.169884161,1.148229807,0.250873707,0.353913357,1
Pkd2l2,18.99245531,-0.45083958,0.517168445,-0.871746109,0.3833469,0.501061325,1
Pkd2l1,0.820661727,0.167279183,2.617593164,0.063905723,0.949045295,0.973304793,1
Pkd2,416.73783,-1.266597115,0.167834668,-7.546695365,4.46E-14,2.15E-13,1
Pkd1l3,0.523460639,-2.140300714,3.615350424,-0.592003669,0.553848132,0.665626653,1
Pkd1l2,0.936838826,-0.219344055,2.492250361,-0.088010442,0.929868377,0.95821217,1
Pkd1,1436.907453,-2.23428385,0.105130641,-21.2524515,3.13E-100,6.81E-98,1
Pja2,1395.95857,-0.73443495,0.121477395,-6.045856949,1.49E-09,5.38E-09,1
Pja1,660.4782015,0.31178854,0.120053149,2.597087552,0.009401796,0.01839708,1
Piwil2,5.928729949,-1.19041243,1.030603005,-1.155064001,0.248064219,0.350631138,1
Pitx2,1.230612708,4.10668786,2.652250978,1.5483783,0.121531243,0.188995393,1
Pitx1,0.957843308,3.794115221,2.638018627,1.438244288,0.150364753,0.227781865,1
Pitrm1,388.0791996,-0.396712802,0.133635306,-2.968622691,0.002991377,0.006278339,1
Pitpnm3,26.89999872,-2.009860168,0.539962293,-3.722223187,0.000197476,0.000474497,1
Pitpnm2,97.35339609,-1.66851451,0.270523116,-6.167733601,6.93E-10,2.56E-09,1
Pitpnm1,678.9343504,-0.933038628,0.135995891,-6.860785423,6.85E-12,2.88E-11,1
Pitpnc1,930.0857301,-0.938571073,0.107335673,-8.74426038,2.24E-18,1.36E-17,1
Pitpnb,671.271377,-0.081195801,0.114541371,-0.7088775,0.478400499,0.595885128,1
Pitpna,2445.328001,0.307844147,0.085609634,3.595905437,0.000323265,0.000758365,1
Pithd1,550.6243118,1.146783147,0.121053036,9.473394357,2.71E-21,1.91E-20,1
Pisd.ps2,81.79216319,-0.813398752,0.263869327,-3.08258167,0.002052134,0.004392882,1
Pisd.ps1,938.6221007,-0.886821214,0.127060138,-6.979539199,2.96E-12,1.27E-11,1
Pisd,975.5219427,0.334593056,0.105189644,3.180855484,0.001468409,0.00320642,1
Pirb,781.7934717,0.698359836,0.109125567,6.399598673,1.56E-10,6.00E-10,1
Pira7,9.174876633,-1.428452068,1.022016166,-1.397680502,0.162209032,0.242948502,1
Pira6,54.5141625,0.32855076,0.318285612,1.032251372,0.301954375,0.412662729,1
Pira2,111.1637617,-0.132848915,0.241731266,-0.549572742,0.582612459,0.690758422,1
Pira11,117.0612372,1.562418002,0.229350407,6.812362034,9.60E-12,3.99E-11,1
Pira1,12.96844218,1.297055197,3.493507126,0.371275956,0.710432005,0.791823554,1
Pir,116.8333663,1.39298634,0.26242062,5.30821984,1.11E-07,3.51E-07,1
Pipox,5.527721676,1.913535499,1.057029569,1.810295147,0.070250029,0.116188797,1
Pip5kl1,0.821686103,0.164233365,2.616593989,0.062766087,0.949952772,0.973384727,1
Pip5k1c,1500.156798,-1.277371456,0.10476406,-12.19284035,3.39E-34,4.38E-33,1
Pip5k1b,111.9331021,0.385277187,0.269539954,1.429388043,0.152892733,0.230828447,1
Pip5k1a,406.6377558,-0.54552801,0.138229167,-3.946547761,7.93E-05,0.0001975,1
Pip4k2c,738.0732418,-0.135396703,0.125311087,-1.080484633,0.279926426,0.387280073,1
Pip4k2b,1252.492476,-0.990083788,0.112529208,-8.798460503,1.39E-18,8.46E-18,1
Pip4k2a,4411.072157,-0.630146212,0.084372277,-7.468640616,8.10E-14,3.85E-13,1
Pinx1,128.6405072,0.916086606,0.219418343,4.175068474,2.98E-05,7.73E-05,1
Pink1,2024.743399,0.775580998,0.109878322,7.058544271,1.68E-12,7.34E-12,1
Pin4,366.5278769,2.357865011,0.197533834,11.93651218,7.64E-33,9.35E-32,1
Pin1,699.0690883,1.402731978,0.122998016,11.40450901,3.97E-30,4.19E-29,1
Pim3,703.5129598,1.257645578,0.147809843,8.508537432,1.76E-17,1.02E-16,1
Pim2,186.8436016,0.762744552,0.183012428,4.167719969,3.08E-05,7.97E-05,1
Pim1,317.1475397,-0.494813178,0.169059521,-2.926857791,0.003424054,0.007130015,1
Pilrb2,61.27187374,0.827829284,0.321458315,2.575230586,0.010017328,0.019507065,1
Pilrb1,62.36556333,0.634746095,0.290096857,2.188048855,0.028666044,0.051344742,1
Pilra,387.0561769,0.415342058,0.142316217,2.91844504,0.003517819,0.007311935,1
Pikfyve,476.0057833,-1.257703899,0.152559784,-8.244006819,1.67E-16,9.19E-16,1
Pik3r6,770.7641065,-0.078924636,0.115406718,-0.683882513,0.494049358,0.610226466,1
Pik3r5,1512.791796,-0.779345174,0.119974089,-6.495945781,8.25E-11,3.23E-10,1
Pik3r4,468.8152899,-1.169885478,0.129893624,-9.00648884,2.13E-19,1.36E-18,1
Pik3r3,219.9399634,-1.235476168,0.186587057,-6.621446246,3.56E-11,1.42E-10,1
Pik3r2,674.844229,-0.436800534,0.135787181,-3.216802418,0.001296278,0.002850619,1
Pik3r1,2685.957221,-1.063783668,0.116310183,-9.146092325,5.90E-20,3.88E-19,1
Pik3cg,3761.472877,-1.098777035,0.102116024,-10.76008434,5.31E-27,4.87E-26,1
Pik3cd,2591.982681,-1.079856324,0.089421979,-12.0759609,1.42E-33,1.78E-32,1
Pik3cb,669.0544506,-0.65116712,0.113341853,-5.745160353,9.18E-09,3.15E-08,1
Pik3ca,672.9857299,-0.756241962,0.128811752,-5.870908136,4.33E-09,1.52E-08,1
Pik3c3,516.2535657,0.157547501,0.121732708,1.294208462,0.195593425,0.285467493,1
Pik3c2g,0.246122542,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Pik3c2b,116.1317407,-2.143619688,0.249416198,-8.594548797,8.36E-18,4.91E-17,1
Pik3c2a,712.8489417,-1.068378397,0.143382747,-7.451233958,9.25E-14,4.38E-13,1
Pik3ap1,1448.388053,-1.646905473,0.147509826,-11.16471704,6.07E-29,6.10E-28,1
Pih1h3b,0.718821129,-1.124296284,2.729996136,-0.411830723,0.680463501,0.765589106,1
Pih1d2,31.10253009,2.934599439,0.525326652,5.586237488,2.32E-08,7.70E-08,1
Pih1d1,802.6831313,1.537279497,0.125057953,12.29253685,9.93E-35,1.31E-33,1
Pigz,54.05375897,-0.72747541,0.359664986,-2.022647292,0.043109525,0.074699994,1
Pigyl,484.3800375,1.924749836,0.127870401,15.05234848,3.33E-51,8.71E-50,1
Pigx,1347.915509,2.005185026,0.137096131,14.62612412,1.91E-48,4.46E-47,1
Pigw,86.59012062,0.103310169,0.259812688,0.39763327,0.690900532,0.774866041,1
Pigv,400.2973038,-0.101159094,0.143189603,-0.706469546,0.479896185,0.597441179,1
Pigu,773.8347176,0.644523405,0.123313967,5.226686178,1.73E-07,5.39E-07,1
Pigt,1156.176434,-0.319167915,0.129577267,-2.463147447,0.013772327,0.026220232,1
Pigs,674.5463915,-0.449139484,0.136301779,-3.295184312,0.000983571,0.002196919,1
Pigr,0.433986643,2.626668995,3.901392682,0.673264449,0.500779066,0.615556971,1
Pigq,726.5081713,-0.703486365,0.127269823,-5.527518995,3.25E-08,1.07E-07,1
Pigp,713.6178675,1.661941603,0.128613364,12.9219978,3.38E-38,5.21E-37,1
Pigo,179.9661712,-1.05967538,0.227327946,-4.661439118,3.14E-06,8.86E-06,1
Pign,761.4167899,-1.195721401,0.144766663,-8.25964607,1.46E-16,8.10E-16,1
Pigm,538.4220089,-1.209510926,0.131169548,-9.220973522,2.94E-20,1.96E-19,1
Pigl,47.9814122,0.151702874,0.342786397,0.442558035,0.658085444,0.757434254,1
Pigk,1711.117973,0.200051981,0.107432989,1.862109427,0.062587668,0.104668438,1
Pigh,359.0556186,0.350272972,0.148658671,2.356222952,0.018461833,0.034287128,1
Pigg,227.0822557,-0.751150242,0.171571256,-4.378065763,1.20E-05,3.23E-05,1
Pigf,192.0181048,1.348874768,0.191376679,7.048271382,1.81E-12,7.89E-12,1
Pigc,584.5698347,0.763150548,0.117281458,6.50700088,7.67E-11,3.00E-10,1
Pigb,107.1774463,-1.255086289,0.252215129,-4.976252984,6.48E-07,1.94E-06,1
Piga,62.39379952,-0.654351776,0.302267521,-2.164810082,0.030402232,0.054168639,1
Pifo,54.1987184,2.444865145,0.348821658,7.008925869,2.40E-12,1.04E-11,1
Pif1,7.742255111,-1.492017717,0.908762372,-1.641812825,0.1006288,0.159739161,1
Piezo2,2.404213528,-2.066087773,1.682698375,-1.22784202,0.219506278,0.315832221,1
Piezo1,1020.270007,-2.104349238,0.125460744,-16.77296957,3.85E-63,1.56E-61,1
Pidd1,41.80113058,-1.237575848,0.396158899,-3.123938027,0.00178448,0.003853469,1
Pid1,770.7171158,-0.432051683,0.110925855,-3.894959234,9.82E-05,0.000243295,1
Pick1,178.9426152,0.579784751,0.206532411,2.807233739,0.004996897,0.010191364,1
Picalm,14131.34561,0.094081754,0.109582614,0.858546352,0.390590847,0.508571219,1
Pibf1,295.3615454,0.311271735,0.177525148,1.753395158,0.079534202,0.129761097,1
Pias4,213.5396894,-0.408705183,0.19204673,-2.128154869,0.033324245,0.058972447,1
Pias3,339.1328567,-0.929933953,0.151769575,-6.127275203,8.94E-10,3.28E-09,1
Pias2,482.6789068,-0.73488311,0.134410137,-5.467467884,4.57E-08,1.49E-07,1
Pias1,880.1604414,-0.242147104,0.117303811,-2.064273121,0.038991828,0.068156382,1
Pianp,6.256372008,-2.734177077,1.091778871,-2.504332288,0.012268275,0.023587278,1
Pi4kb,611.2620707,-0.196463363,0.136126014,-1.443246284,0.148951106,0.225963101,1
Pi4ka,717.1601247,-1.170288151,0.114318713,-10.23706548,1.35E-24,1.11E-23,1
Pi4k2b,47.65259615,-0.024540917,0.343447322,-0.071454677,0.943035895,0.968781003,1
Pi4k2a,1002.618936,-0.36367024,0.125352663,-2.901176822,0.00371764,0.007702609,1
Pi16,266.8002654,0.481318288,0.163634083,2.941430536,0.003267001,0.006821392,1
Pi15,2.022629758,-0.349594719,1.791733134,-0.195115395,0.84530261,0.895091446,1
Phykpl,45.46944773,-0.08216563,0.338892267,-0.242453539,0.808428753,0.867301623,1
Phyhipl,36.12702293,0.344455712,0.436249208,0.789584726,0.429770331,0.54798139,1
Phyhip,13.51211251,-0.343935897,0.65955912,-0.521463334,0.602044042,0.70857738,1
Phyhd1,3673.754091,0.3966032,0.095576753,4.149578088,3.33E-05,8.59E-05,1
Phyh,513.5139883,0.786007046,0.127647122,6.157655834,7.38E-10,2.73E-09,1
Phtf2,216.7209758,-0.903682801,0.184875627,-4.888058085,1.02E-06,3.00E-06,1
Phtf1os,17.60516598,-0.400242476,0.548057485,-0.730292874,0.465211183,0.582750147,1
Phtf1,198.8613586,-0.667336043,0.184345589,-3.620027185,0.000294572,0.000694331,1
Phrf1,569.5845427,-1.527257065,0.138742963,-11.00781643,3.50E-28,3.43E-27,1
Phpt1,493.6479556,2.056869058,0.138293804,14.87318303,4.92E-50,1.24E-48,1
Phospho2,511.8895905,0.729232147,0.155867158,4.67854907,2.89E-06,8.16E-06,1
Phospho1,11.23869111,-0.620313491,0.726116189,-0.854289576,0.392944562,0.510226638,1
Phlpp2,368.883309,-1.184990083,0.167216382,-7.086566922,1.37E-12,6.03E-12,1
Phlpp1,216.7642416,-1.504179113,0.206926531,-7.269145734,3.62E-13,1.65E-12,1
Phldb3,71.33651235,0.071871901,0.279883471,0.256792232,0.797339167,0.859503438,1
Phldb2,116.200633,-1.194007812,0.245115899,-4.871196925,1.11E-06,3.26E-06,1
Phldb1,290.1798425,-1.238860324,0.182855207,-6.775089109,1.24E-11,5.12E-11,1
Phlda3,75.97917652,1.381844115,0.321107362,4.303371019,1.68E-05,4.46E-05,1
Phlda1,63.05475287,-1.012179757,0.308409503,-3.281934404,0.001030976,0.00229736,1
Phkg2,534.1746699,0.657525157,0.120156833,5.472224427,4.44E-08,1.45E-07,1
Phkg1,25.64613315,0.87211163,0.443996946,1.964228893,0.049503554,0.084638808,1
Phkb,517.5064163,-0.53696337,0.126584232,-4.241945146,2.22E-05,5.81E-05,1
Phka2,393.3178252,-0.82764275,0.140131899,-5.906169534,3.50E-09,1.24E-08,1
Phka1,157.6528949,-0.89890641,0.199375591,-4.508608125,6.53E-06,1.80E-05,1
Phip,902.2204697,-1.217866124,0.141230941,-8.623224614,6.51E-18,3.84E-17,1
Phf8,314.2776619,-1.588667376,0.166851591,-9.52143977,1.71E-21,1.22E-20,1
Phf7,173.806607,0.33766951,0.190621382,1.771414661,0.076491772,0.125206585,1
Phf6,319.0319588,0.043056969,0.166622901,0.25840967,0.796090754,0.858781124,1
Phf5a,488.3416541,1.216657095,0.131037294,9.284815463,1.62E-20,1.10E-19,1
Phf3,758.3167744,-1.194687133,0.114674424,-10.41807834,2.05E-25,1.75E-24,1
Phf24,4.981941617,-1.128839004,1.140249757,-0.98999276,0.322177658,0.434854495,1
Phf23,1229.807862,0.711772629,0.103708393,6.863211445,6.73E-12,2.83E-11,1
Phf21b,31.26475905,-1.737305199,0.464038177,-3.743884197,0.000181197,0.00043668,1
Phf21a,410.7314428,-1.479808423,0.166233691,-8.901976565,5.49E-19,3.42E-18,1
Phf20l1,758.2102063,-0.969698707,0.131937874,-7.349661451,1.99E-13,9.21E-13,1
Phf20,841.9826785,-0.256913144,0.124964198,-2.055893999,0.039792735,0.069441902,1
Phf2,559.0792373,-1.858686741,0.134180493,-13.8521383,1.23E-43,2.35E-42,1
Phf19,11.77826562,-1.250780491,0.71068219,-1.759971628,0.078412617,0.1281283,1
Phf14,795.0718627,-0.856711127,0.11121834,-7.702966293,1.33E-14,6.60E-14,1
Phf13,216.0905228,-0.472440883,0.175661542,-2.68949525,0.007156017,0.014272506,1
Phf12,723.9301109,-1.863191074,0.129654663,-14.37041311,7.94E-47,1.73E-45,1
Phf11d,319.9151651,1.138414066,0.158268916,7.192909972,6.34E-13,2.84E-12,1
Phf11c,6.225826313,0.049941919,0.949490842,0.052598632,0.958051707,0.973384727,1
Phf11b,219.1786103,1.027565246,0.177076066,5.80295954,6.52E-09,2.26E-08,1
Phf11a,26.23788256,0.601606537,0.43846829,1.372063956,0.170043529,0.253163324,1
Phf10,386.2455636,-0.003534523,0.144213218,-0.024509007,0.980446599,0.985673789,1
Phf1,798.7995147,-0.790473765,0.148451154,-5.324807157,1.01E-07,3.21E-07,1
Phex,2.053677265,0.785943187,1.858493406,0.422892642,0.672373591,0.761121288,1
Phc3,866.4664306,-2.335415022,0.138080665,-16.91341084,3.58E-64,1.50E-62,1
Phc2,1258.99113,-0.590532964,0.124309278,-4.750513994,2.03E-06,5.81E-06,1
Phc1,243.521901,-0.786610611,0.161315835,-4.876214478,1.08E-06,3.18E-06,1
Phb2,1243.16082,0.750774944,0.120385454,6.236425733,4.48E-10,1.68E-09,1
Phb,1639.062781,1.441804176,0.112528167,12.81282911,1.39E-37,2.07E-36,1
Phax,702.7435414,1.135161819,0.131566836,8.628024025,6.24E-18,3.69E-17,1
Phactr4,276.0474671,-1.706605188,0.178944722,-9.537052391,1.47E-21,1.05E-20,1
Phactr3,25.17309772,1.969593883,0.495462369,3.975264335,7.03E-05,0.000175919,1
Phactr2,504.1729231,-1.57096791,0.13192928,-11.90765165,1.08E-32,1.31E-31,1
Phactr1,155.886151,-0.347986628,0.191382423,-1.818278934,0.069021511,0.114335194,1
Pgs1,681.2106493,0.127185334,0.122731259,1.036291285,0.300066271,0.41048079,1
Pgrmc2,920.3577742,0.060883147,0.117167277,0.519625861,0.603324369,0.709712197,1
Pgrmc1,1852.687044,0.845274103,0.093422976,9.047818166,1.46E-19,9.39E-19,1
Pgpep1l,0.124944764,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Pgpep1,369.4367272,0.141705471,0.139985486,1.012286883,0.311400905,0.422952695,1
Pgp,391.4895958,0.961762494,0.145138272,6.62652573,3.44E-11,1.37E-10,1
Pgm5,151.8329969,-0.355813091,0.204366914,-1.741050369,0.08167475,0.132806571,1
Pgm3,244.3963775,0.056270941,0.158944007,0.354029961,0.72331643,0.802838661,1
Pgm2l1,176.6578881,-0.85124062,0.190228694,-4.474827655,7.65E-06,2.10E-05,1
Pgm2,444.1346028,0.1858007,0.141162631,1.316217327,0.18810111,0.27571808,1
Pgm1,460.8798255,0.559056884,0.140647018,3.974893272,7.04E-05,0.000176167,1
Pglyrp4,0.789905278,0.087936787,2.489370496,0.035324909,0.971820661,0.980020705,1
