"","X","norm_foldChange","pvalue.adj.FDR","log2foldchange"
"325","Gm17066",4.56205128205128,0.00482201369953375,2.18968266408653
"326","Map4k4",1.3303937007874,0.00483482153169421,0.411853242811561
"327","Sp140",0.582433862433862,0.00489338497612492,-0.779833859293701
"328","Fbxw4",0.355555555555556,0.00490790740898197,-1.49185309632967
"329","AW112010",1.91083844580777,0.0049440823134453,0.93420580904042
"330","Trp53",0.469664082687338,0.00495345592473415,-1.09029882641445
"331","Brd7",0.560231884057971,0.00496867328072135,-0.835904002115177
"332","Foxn3",1.5450780141844,0.00496867328072135,0.627679684625085
"333","Hnrnpa2b1",0.747246376811594,0.00497230687391099,-0.420344098191243
"334","Nucb2",2.00868913857678,0.0050291194111317,1.00625431223707
"335","Sod1",0.728517412935323,0.00509346508761128,-0.456964639062627
